arrival_date,state,district,market,commodity,variety,min_price,max_price,modal_price,arrivals_in_qtl
2021_12_04,Delhi,Delhi,Azadpur,Potato,Desi,1526.3,1888.8,1707.5,1127
2021_12_05,Delhi,Delhi,Azadpur,Potato,Desi,1603.6,1858.8,1721.0,1132
2021_12_06,Delhi,Delhi,Azadpur,Potato,Desi,1631.1,1980.2,1732.3,634
2021_12_07,Delhi,Delhi,Azadpur,Potato,Desi,1650.0,1937.0,1754.4,992
2021_12_08,Delhi,Delhi,Azadpur,Potato,Desi,1639.0,1958.6,1769.9,776
2021_12_09,Delhi,Delhi,Azadpur,Potato,Desi,1636.5,1892.6,1730.1,1272
2021_12_10,Delhi,Delhi,Azadpur,Potato,Desi,1631.7,1872.9,1745.0,709
2021_12_11,Delhi,Delhi,Azadpur,Potato,Desi,1610.4,1972.0,1737.6,1023
2021_12_12,Delhi,Delhi,Azadpur,Potato,Desi,1640.2,1924.5,1747.8,735
2021_12_13,Delhi,Delhi,Azadpur,Potato,Desi,1630.5,1876.4,1724.5,983
2021_12_14,Delhi,Delhi,Azadpur,Potato,Desi,1563.8,1960.8,1740.3,598
2021_12_15,Delhi,Delhi,Azadpur,Potato,Desi,1585.1,1899.4,1731.9,1228
2021_12_16,Delhi,Delhi,Azadpur,Potato,Desi,1616.4,1881.0,1723.2,847
2021_12_17,Delhi,Delhi,Azadpur,Potato,Desi,1620.1,1917.8,1740.7,766
2021_12_18,Delhi,Delhi,Azadpur,Potato,Desi,1604.6,1887.5,1729.9,636
2021_12_19,Delhi,Delhi,Azadpur,Potato,Desi,1637.4,1984.3,1730.7,1231
2021_12_20,Delhi,Delhi,Azadpur,Potato,Desi,1629.8,1884.0,1733.9,1335
2021_12_21,Delhi,Delhi,Azadpur,Potato,Desi,1555.4,1954.9,1739.4,773
2021_12_22,Delhi,Delhi,Azadpur,Potato,Desi,1595.2,1891.4,1733.3,1067
2021_12_23,Delhi,Delhi,Azadpur,Potato,Desi,1569.1,1891.1,1727.3,1167
2021_12_24,Delhi,Delhi,Azadpur,Potato,Desi,1568.3,1825.2,1718.1,833
2021_12_25,Delhi,Delhi,Azadpur,Potato,Desi,1619.2,1920.6,1736.2,1280
2021_12_26,Delhi,Delhi,Azadpur,Potato,Desi,1548.0,1849.9,1739.5,1240
2021_12_27,Delhi,Delhi,Azadpur,Potato,Desi,1594.6,1984.0,1758.9,1168
2021_12_28,Delhi,Delhi,Azadpur,Potato,Desi,1674.5,1918.7,1773.8,1187
2021_12_29,Delhi,Delhi,Azadpur,Potato,Desi,1632.7,1890.6,1786.6,615
2021_12_30,Delhi,Delhi,Azadpur,Potato,Desi,1670.3,1959.2,1775.3,972
2021_12_31,Delhi,Delhi,Azadpur,Potato,Desi,1591.2,2019.5,1776.2,719
2022_01_01,Delhi,Delhi,Azadpur,Potato,Desi,1573.8,1942.5,1724.8,2757
2022_01_02,Delhi,Delhi,Azadpur,Potato,Desi,1584.8,1802.3,1684.9,1324
2022_01_03,Delhi,Delhi,Azadpur,Potato,Desi,1483.7,1772.2,1616.4,1705
2022_01_04,Delhi,Delhi,Azadpur,Potato,Desi,1490.6,1777.3,1604.5,1541
2022_01_05,Delhi,Delhi,Azadpur,Potato,Desi,1537.4,1767.2,1622.5,2864
2022_01_06,Delhi,Delhi,Azadpur,Potato,Desi,1530.0,1728.9,1628.1,1958
2022_01_07,Delhi,Delhi,Azadpur,Potato,Desi,1417.6,1842.5,1608.7,1356
2022_01_08,Delhi,Delhi,Azadpur,Potato,Desi,1505.8,1731.6,1628.0,2056
2022_01_09,Delhi,Delhi,Azadpur,Potato,Desi,1523.5,1817.8,1617.3,1367
2022_01_10,Delhi,Delhi,Azadpur,Potato,Desi,1495.3,1822.9,1638.5,2602
2022_01_11,Delhi,Delhi,Azadpur,Potato,Desi,1520.1,1756.6,1601.4,2370
2022_01_12,Delhi,Delhi,Azadpur,Potato,Desi,1484.3,1786.0,1596.6,1978
2022_01_13,Delhi,Delhi,Azadpur,Potato,Desi,1427.3,1721.5,1573.0,2332
2022_01_14,Delhi,Delhi,Azadpur,Potato,Desi,1404.1,1779.7,1566.4,1723
2022_01_15,Delhi,Delhi,Azadpur,Potato,Desi,1436.9,1633.7,1529.9,1672
2022_01_16,Delhi,Delhi,Azadpur,Potato,Desi,1383.7,1706.6,1515.0,2234
2022_01_17,Delhi,Delhi,Azadpur,Potato,Desi,1372.3,1674.5,1528.5,2828
2022_01_18,Delhi,Delhi,Azadpur,Potato,Desi,1387.7,1649.9,1535.1,1609
2022_01_19,Delhi,Delhi,Azadpur,Potato,Desi,1403.4,1659.8,1541.2,2965
2022_01_20,Delhi,Delhi,Azadpur,Potato,Desi,1389.0,1751.1,1535.9,1476
2022_01_21,Delhi,Delhi,Azadpur,Potato,Desi,1354.6,1600.4,1522.4,2522
2022_01_22,Delhi,Delhi,Azadpur,Potato,Desi,1435.1,1634.1,1515.3,2341
2022_01_23,Delhi,Delhi,Azadpur,Potato,Desi,1425.0,1653.5,1520.3,1950
2022_01_24,Delhi,Delhi,Azadpur,Potato,Desi,1347.8,1707.7,1527.5,2224
2022_01_25,Delhi,Delhi,Azadpur,Potato,Desi,1356.2,1584.7,1497.2,1325
2022_01_26,Delhi,Delhi,Azadpur,Potato,Desi,1318.1,1575.3,1497.3,1380
2022_01_27,Delhi,Delhi,Azadpur,Potato,Desi,1323.7,1588.1,1501.8,2313
2022_01_28,Delhi,Delhi,Azadpur,Potato,Desi,1352.0,1601.7,1488.2,2006
2022_01_29,Delhi,Delhi,Azadpur,Potato,Desi,1323.4,1613.6,1495.9,2443
2022_01_30,Delhi,Delhi,Azadpur,Potato,Desi,1309.2,1653.9,1475.3,2496
2022_01_31,Delhi,Delhi,Azadpur,Potato,Desi,1374.7,1669.9,1479.5,1323
2022_02_01,Delhi,Delhi,Azadpur,Potato,Desi,1337.0,1623.0,1432.8,2499
2022_02_02,Delhi,Delhi,Azadpur,Potato,Desi,1289.8,1589.7,1424.2,2107
2022_02_03,Delhi,Delhi,Azadpur,Potato,Desi,1314.0,1599.4,1413.4,2299
2022_02_04,Delhi,Delhi,Azadpur,Potato,Desi,1323.2,1591.5,1435.6,1357
2022_02_05,Delhi,Delhi,Azadpur,Potato,Desi,1348.7,1534.4,1430.1,2589
2022_02_06,Delhi,Delhi,Azadpur,Potato,Desi,1318.6,1518.9,1413.7,2844
2022_02_07,Delhi,Delhi,Azadpur,Potato,Desi,1326.4,1548.9,1430.6,2436
2022_02_08,Delhi,Delhi,Azadpur,Potato,Desi,1268.7,1578.6,1431.7,1948
2022_02_09,Delhi,Delhi,Azadpur,Potato,Desi,1269.8,1596.0,1436.5,2987
2022_02_10,Delhi,Delhi,Azadpur,Potato,Desi,1259.2,1580.5,1425.9,1330
2022_02_11,Delhi,Delhi,Azadpur,Potato,Desi,1337.3,1594.4,1449.2,2507
2022_02_12,Delhi,Delhi,Azadpur,Potato,Desi,1287.2,1649.2,1443.2,2625
2022_02_13,Delhi,Delhi,Azadpur,Potato,Desi,1343.7,1516.6,1438.0,2530
2022_02_14,Delhi,Delhi,Azadpur,Potato,Desi,1322.5,1639.5,1444.5,2283
2022_02_15,Delhi,Delhi,Azadpur,Potato,Desi,1311.2,1545.8,1452.4,2665
2022_02_16,Delhi,Delhi,Azadpur,Potato,Desi,1405.9,1623.0,1491.1,1761
2022_02_17,Delhi,Delhi,Azadpur,Potato,Desi,1368.1,1732.8,1508.2,2902
2022_02_18,Delhi,Delhi,Azadpur,Potato,Desi,1373.2,1633.2,1510.1,1799
2022_02_19,Delhi,Delhi,Azadpur,Potato,Desi,1355.5,1685.1,1489.9,3007
2022_02_20,Delhi,Delhi,Azadpur,Potato,Desi,1304.0,1675.8,1470.3,1568
2022_02_21,Delhi,Delhi,Azadpur,Potato,Desi,1367.6,1605.7,1470.2,1982
2022_02_22,Delhi,Delhi,Azadpur,Potato,Desi,1384.2,1683.5,1499.8,2699
2022_02_23,Delhi,Delhi,Azadpur,Potato,Desi,1357.1,1651.1,1521.1,2613
2022_02_24,Delhi,Delhi,Azadpur,Potato,Desi,1409.7,1611.3,1527.2,1842
2022_02_25,Delhi,Delhi,Azadpur,Potato,Desi,1319.2,1632.1,1498.8,1572
2022_02_26,Delhi,Delhi,Azadpur,Potato,Desi,1320.4,1578.6,1479.3,2054
2022_02_27,Delhi,Delhi,Azadpur,Potato,Desi,1320.7,1556.2,1471.7,2035
2022_02_28,Delhi,Delhi,Azadpur,Potato,Desi,1382.3,1550.8,1469.6,2889
2022_03_01,Delhi,Delhi,Azadpur,Potato,Desi,1358.6,1544.7,1461.7,1650
2022_03_02,Delhi,Delhi,Azadpur,Potato,Desi,1304.5,1634.2,1480.6,2884
2022_03_03,Delhi,Delhi,Azadpur,Potato,Desi,1372.6,1686.7,1502.7,1989
2022_03_04,Delhi,Delhi,Azadpur,Potato,Desi,1379.6,1693.3,1493.8,1343
2022_03_05,Delhi,Delhi,Azadpur,Potato,Desi,1344.6,1586.2,1484.5,2513
2022_03_06,Delhi,Delhi,Azadpur,Potato,Desi,1336.9,1668.5,1476.6,2530
2022_03_07,Delhi,Delhi,Azadpur,Potato,Desi,1292.7,1613.3,1467.7,1341
2022_03_08,Delhi,Delhi,Azadpur,Potato,Desi,1381.6,1559.3,1473.3,1497
2022_03_09,Delhi,Delhi,Azadpur,Potato,Desi,1320.1,1669.0,1467.2,2933
2022_03_10,Delhi,Delhi,Azadpur,Potato,Desi,1348.6,1589.5,1484.2,1772
2022_03_11,Delhi,Delhi,Azadpur,Potato,Desi,1363.3,1672.1,1479.0,1380
2022_03_12,Delhi,Delhi,Azadpur,Potato,Desi,1388.4,1670.9,1464.7,2557
2022_03_13,Delhi,Delhi,Azadpur,Potato,Desi,1352.5,1606.7,1464.0,1536
2022_03_14,Delhi,Delhi,Azadpur,Potato,Desi,1361.9,1603.9,1460.3,1618
2022_03_15,Delhi,Delhi,Azadpur,Potato,Desi,1291.2,1549.7,1460.2,2503
2022_03_16,Delhi,Delhi,Azadpur,Potato,Desi,1282.7,1555.8,1455.4,2061
2022_03_17,Delhi,Delhi,Azadpur,Potato,Desi,1297.8,1594.4,1421.6,2743
2022_03_18,Delhi,Delhi,Azadpur,Potato,Desi,1280.1,1597.9,1411.7,1578
2022_03_19,Delhi,Delhi,Azadpur,Potato,Desi,1286.9,1570.7,1426.5,1369
2022_03_20,Delhi,Delhi,Azadpur,Potato,Desi,1262.6,1620.4,1418.2,2370
2022_03_21,Delhi,Delhi,Azadpur,Potato,Desi,1228.5,1520.3,1389.0,2569
2022_03_22,Delhi,Delhi,Azadpur,Potato,Desi,1312.6,1583.9,1391.9,2832
2022_03_23,Delhi,Delhi,Azadpur,Potato,Desi,1287.9,1541.8,1407.5,1501
2022_03_24,Delhi,Delhi,Azadpur,Potato,Desi,1300.8,1629.8,1434.8,2024
2022_03_25,Delhi,Delhi,Azadpur,Potato,Desi,1292.0,1632.1,1446.5,2664
2022_03_26,Delhi,Delhi,Azadpur,Potato,Desi,1292.5,1551.8,1463.3,2469
2022_03_27,Delhi,Delhi,Azadpur,Potato,Desi,1353.7,1697.2,1476.1,2935
2022_03_28,Delhi,Delhi,Azadpur,Potato,Desi,1379.7,1599.0,1477.5,2964
2022_03_29,Delhi,Delhi,Azadpur,Potato,Desi,1283.4,1552.7,1457.1,1630
2022_03_30,Delhi,Delhi,Azadpur,Potato,Desi,1352.9,1650.9,1454.9,2814
2022_03_31,Delhi,Delhi,Azadpur,Potato,Desi,1389.9,1641.7,1465.8,2747
2022_04_01,Delhi,Delhi,Azadpur,Potato,Desi,1359.4,1649.8,1475.4,1007
2022_04_02,Delhi,Delhi,Azadpur,Potato,Desi,1394.8,1667.8,1503.4,927
2022_04_03,Delhi,Delhi,Azadpur,Potato,Desi,1345.5,1624.4,1515.4,699
2022_04_04,Delhi,Delhi,Azadpur,Potato,Desi,1362.5,1723.4,1517.2,1171
2022_04_05,Delhi,Delhi,Azadpur,Potato,Desi,1414.6,1741.5,1532.1,796
2022_04_06,Delhi,Delhi,Azadpur,Potato,Desi,1432.2,1727.8,1526.1,1226
2022_04_07,Delhi,Delhi,Azadpur,Potato,Desi,1427.9,1758.1,1534.8,1103
2022_04_08,Delhi,Delhi,Azadpur,Potato,Desi,1368.1,1649.9,1537.2,1175
2022_04_09,Delhi,Delhi,Azadpur,Potato,Desi,1352.4,1737.1,1526.1,833
2022_04_10,Delhi,Delhi,Azadpur,Potato,Desi,1407.3,1686.8,1546.4,897
2022_04_11,Delhi,Delhi,Azadpur,Potato,Desi,1373.7,1726.0,1536.9,939
2022_04_12,Delhi,Delhi,Azadpur,Potato,Desi,1441.2,1668.5,1548.8,1252
2022_04_13,Delhi,Delhi,Azadpur,Potato,Desi,1378.6,1731.4,1549.3,597
2022_04_14,Delhi,Delhi,Azadpur,Potato,Desi,1428.0,1644.1,1561.9,1160
2022_04_15,Delhi,Delhi,Azadpur,Potato,Desi,1478.4,1666.9,1569.3,948
2022_04_16,Delhi,Delhi,Azadpur,Potato,Desi,1481.5,1747.3,1565.2,1273
2022_04_17,Delhi,Delhi,Azadpur,Potato,Desi,1419.6,1785.3,1571.2,624
2022_04_18,Delhi,Delhi,Azadpur,Potato,Desi,1443.9,1683.6,1579.1,1128
2022_04_19,Delhi,Delhi,Azadpur,Potato,Desi,1425.6,1787.4,1608.1,947
2022_04_20,Delhi,Delhi,Azadpur,Potato,Desi,1522.3,1732.3,1647.6,1174
2022_04_21,Delhi,Delhi,Azadpur,Potato,Desi,1493.4,1785.7,1633.9,1090
2022_04_22,Delhi,Delhi,Azadpur,Potato,Desi,1444.7,1799.0,1626.6,793
2022_04_23,Delhi,Delhi,Azadpur,Potato,Desi,1507.9,1769.0,1588.9,1215
2022_04_24,Delhi,Delhi,Azadpur,Potato,Desi,1430.6,1766.5,1573.9,815
2022_04_25,Delhi,Delhi,Azadpur,Potato,Desi,1433.1,1663.6,1563.6,941
2022_04_26,Delhi,Delhi,Azadpur,Potato,Desi,1452.8,1660.7,1532.5,988
2022_04_27,Delhi,Delhi,Azadpur,Potato,Desi,1380.6,1665.9,1511.8,705
2022_04_28,Delhi,Delhi,Azadpur,Potato,Desi,1355.5,1672.6,1514.6,1342
2022_04_29,Delhi,Delhi,Azadpur,Potato,Desi,1410.9,1720.8,1513.4,862
2022_04_30,Delhi,Delhi,Azadpur,Potato,Desi,1351.9,1687.6,1513.4,1160
2022_05_01,Delhi,Delhi,Azadpur,Potato,Desi,1429.1,1665.7,1506.1,754
2022_05_02,Delhi,Delhi,Azadpur,Potato,Desi,1445.2,1733.7,1562.0,906
2022_05_03,Delhi,Delhi,Azadpur,Potato,Desi,1442.9,1773.3,1575.4,1280
2022_05_04,Delhi,Delhi,Azadpur,Potato,Desi,1461.1,1681.7,1580.9,1332
2022_05_05,Delhi,Delhi,Azadpur,Potato,Desi,1489.6,1850.1,1610.3,1340
2022_05_06,Delhi,Delhi,Azadpur,Potato,Desi,1424.8,1843.0,1612.7,977
2022_05_07,Delhi,Delhi,Azadpur,Potato,Desi,1456.0,1727.7,1592.8,1256
2022_05_08,Delhi,Delhi,Azadpur,Potato,Desi,1498.0,1747.2,1585.2,689
2022_05_09,Delhi,Delhi,Azadpur,Potato,Desi,1495.8,1720.3,1620.3,1176
2022_05_10,Delhi,Delhi,Azadpur,Potato,Desi,1467.9,1701.5,1619.3,612
2022_05_11,Delhi,Delhi,Azadpur,Potato,Desi,1503.4,1764.2,1592.3,738
2022_05_12,Delhi,Delhi,Azadpur,Potato,Desi,1506.8,1845.5,1612.3,1109
2022_05_13,Delhi,Delhi,Azadpur,Potato,Desi,1494.6,1768.3,1624.0,693
2022_05_14,Delhi,Delhi,Azadpur,Potato,Desi,1501.2,1732.1,1618.3,869
2022_05_15,Delhi,Delhi,Azadpur,Potato,Desi,1473.2,1727.8,1627.1,1062
2022_05_16,Delhi,Delhi,Azadpur,Potato,Desi,1474.6,1823.5,1656.8,1227
2022_05_17,Delhi,Delhi,Azadpur,Potato,Desi,1585.7,1861.4,1674.9,789
2022_05_18,Delhi,Delhi,Azadpur,Potato,Desi,1537.4,1908.6,1674.7,1065
2022_05_19,Delhi,Delhi,Azadpur,Potato,Desi,1564.7,1824.5,1701.2,808
2022_05_20,Delhi,Delhi,Azadpur,Potato,Desi,1584.3,1868.1,1733.9,726
2022_05_21,Delhi,Delhi,Azadpur,Potato,Desi,1516.2,1823.0,1717.1,1150
2022_05_22,Delhi,Delhi,Azadpur,Potato,Desi,1560.8,1907.3,1763.0,1052
2022_05_23,Delhi,Delhi,Azadpur,Potato,Desi,1581.7,1992.7,1766.9,1056
2022_05_24,Delhi,Delhi,Azadpur,Potato,Desi,1685.0,1886.7,1782.0,1313
2022_05_25,Delhi,Delhi,Azadpur,Potato,Desi,1665.8,1906.2,1785.4,1128
2022_05_26,Delhi,Delhi,Azadpur,Potato,Desi,1595.7,1977.8,1798.5,648
2022_05_27,Delhi,Delhi,Azadpur,Potato,Desi,1635.1,1930.8,1810.2,1246
2022_05_28,Delhi,Delhi,Azadpur,Potato,Desi,1631.4,2066.8,1800.0,1038
2022_05_29,Delhi,Delhi,Azadpur,Potato,Desi,1590.9,2033.5,1805.6,981
2022_05_30,Delhi,Delhi,Azadpur,Potato,Desi,1705.8,1971.8,1829.3,1295
2022_05_31,Delhi,Delhi,Azadpur,Potato,Desi,1674.6,2002.7,1818.1,1240
2022_06_01,Delhi,Delhi,Azadpur,Potato,Desi,1673.5,2058.7,1839.1,721
2022_06_02,Delhi,Delhi,Azadpur,Potato,Desi,1703.1,1998.4,1808.3,1211
2022_06_03,Delhi,Delhi,Azadpur,Potato,Desi,1726.5,2042.2,1822.7,1246
2022_06_04,Delhi,Delhi,Azadpur,Potato,Desi,1779.8,2040.9,1880.4,1242
2022_06_05,Delhi,Delhi,Azadpur,Potato,Desi,1742.6,2128.3,1888.0,1205
2022_06_06,Delhi,Delhi,Azadpur,Potato,Desi,1752.3,2083.7,1857.1,662
2022_06_07,Delhi,Delhi,Azadpur,Potato,Desi,1738.9,2092.0,1874.8,768
2022_06_08,Delhi,Delhi,Azadpur,Potato,Desi,1701.6,2101.4,1906.7,1000
2022_06_09,Delhi,Delhi,Azadpur,Potato,Desi,1759.8,2075.5,1915.8,1064
2022_06_10,Delhi,Delhi,Azadpur,Potato,Desi,1761.0,2043.8,1904.3,1115
2022_06_11,Delhi,Delhi,Azadpur,Potato,Desi,1718.1,2136.0,1881.8,866
2022_06_12,Delhi,Delhi,Azadpur,Potato,Desi,1708.9,1993.6,1881.8,656
2022_06_13,Delhi,Delhi,Azadpur,Potato,Desi,1719.3,2042.2,1892.3,1094
2022_06_14,Delhi,Delhi,Azadpur,Potato,Desi,1757.8,2078.3,1851.0,1224
2022_06_15,Delhi,Delhi,Azadpur,Potato,Desi,1781.4,1999.0,1878.8,583
2022_06_16,Delhi,Delhi,Azadpur,Potato,Desi,1649.0,1930.6,1813.9,803
2022_06_17,Delhi,Delhi,Azadpur,Potato,Desi,1730.3,1974.7,1834.7,903
2022_06_18,Delhi,Delhi,Azadpur,Potato,Desi,1705.1,2067.1,1850.7,780
2022_06_19,Delhi,Delhi,Azadpur,Potato,Desi,1658.0,2130.9,1872.5,1032
2022_06_20,Delhi,Delhi,Azadpur,Potato,Desi,1695.2,2016.8,1842.4,1139
2022_06_21,Delhi,Delhi,Azadpur,Potato,Desi,1749.3,2005.4,1863.6,1324
2022_06_22,Delhi,Delhi,Azadpur,Potato,Desi,1714.9,2118.1,1913.2,1057
2022_06_23,Delhi,Delhi,Azadpur,Potato,Desi,1740.6,2060.2,1907.3,1138
2022_06_24,Delhi,Delhi,Azadpur,Potato,Desi,1796.3,2019.4,1910.4,837
2022_06_25,Delhi,Delhi,Azadpur,Potato,Desi,1685.6,2086.3,1876.9,1276
2022_06_26,Delhi,Delhi,Azadpur,Potato,Desi,1676.5,2118.7,1858.6,961
2022_06_27,Delhi,Delhi,Azadpur,Potato,Desi,1700.8,2019.5,1851.5,1211
2022_06_28,Delhi,Delhi,Azadpur,Potato,Desi,1619.1,2086.5,1822.7,1095
2022_06_29,Delhi,Delhi,Azadpur,Potato,Desi,1648.9,2040.8,1800.5,1258
2022_06_30,Delhi,Delhi,Azadpur,Potato,Desi,1593.9,1929.4,1792.5,1282
2022_07_01,Delhi,Delhi,Azadpur,Potato,Desi,1672.3,2072.6,1804.9,738
2022_07_02,Delhi,Delhi,Azadpur,Potato,Desi,1686.7,1885.4,1776.1,600
2022_07_03,Delhi,Delhi,Azadpur,Potato,Desi,1647.7,1871.8,1776.4,1054
2022_07_04,Delhi,Delhi,Azadpur,Potato,Desi,1593.4,1991.5,1745.8,831
2022_07_05,Delhi,Delhi,Azadpur,Potato,Desi,1614.1,1857.0,1747.0,1115
2022_07_06,Delhi,Delhi,Azadpur,Potato,Desi,1618.6,1919.7,1777.2,798
2022_07_07,Delhi,Delhi,Azadpur,Potato,Desi,1684.7,1981.1,1783.9,912
2022_07_08,Delhi,Delhi,Azadpur,Potato,Desi,1660.7,2040.2,1809.8,974
2022_07_09,Delhi,Delhi,Azadpur,Potato,Desi,1717.9,2020.6,1810.7,1324
2022_07_10,Delhi,Delhi,Azadpur,Potato,Desi,1675.6,1921.9,1818.6,858
2022_07_11,Delhi,Delhi,Azadpur,Potato,Desi,1697.4,2026.0,1801.2,700
2022_07_12,Delhi,Delhi,Azadpur,Potato,Desi,1650.6,1918.3,1816.2,763
2022_07_13,Delhi,Delhi,Azadpur,Potato,Desi,1625.0,1992.2,1803.4,1239
2022_07_14,Delhi,Delhi,Azadpur,Potato,Desi,1587.9,2024.8,1778.9,1333
2022_07_15,Delhi,Delhi,Azadpur,Potato,Desi,1580.1,1872.2,1779.3,774
2022_07_16,Delhi,Delhi,Azadpur,Potato,Desi,1540.3,2004.2,1750.1,1220
2022_07_17,Delhi,Delhi,Azadpur,Potato,Desi,1653.4,2005.1,1764.8,716
2022_07_18,Delhi,Delhi,Azadpur,Potato,Desi,1637.0,1945.5,1805.3,641
2022_07_19,Delhi,Delhi,Azadpur,Potato,Desi,1637.3,1977.3,1800.0,587
2022_07_20,Delhi,Delhi,Azadpur,Potato,Desi,1611.0,2037.6,1795.8,1097
2022_07_21,Delhi,Delhi,Azadpur,Potato,Desi,1674.8,1981.7,1806.8,944
2022_07_22,Delhi,Delhi,Azadpur,Potato,Desi,1728.4,2052.1,1819.5,638
2022_07_23,Delhi,Delhi,Azadpur,Potato,Desi,1708.5,1996.8,1822.3,1329
2022_07_24,Delhi,Delhi,Azadpur,Potato,Desi,1678.7,1993.3,1788.7,1106
2022_07_25,Delhi,Delhi,Azadpur,Potato,Desi,1622.0,1924.8,1814.2,1075
2022_07_26,Delhi,Delhi,Azadpur,Potato,Desi,1689.0,2063.1,1836.7,1140
2022_07_27,Delhi,Delhi,Azadpur,Potato,Desi,1595.0,2077.4,1810.7,1023
2022_07_28,Delhi,Delhi,Azadpur,Potato,Desi,1630.2,1948.9,1753.4,670
2022_07_29,Delhi,Delhi,Azadpur,Potato,Desi,1697.4,1947.6,1809.7,766
2022_07_30,Delhi,Delhi,Azadpur,Potato,Desi,1666.8,1943.4,1795.1,630
2022_07_31,Delhi,Delhi,Azadpur,Potato,Desi,1576.8,1858.2,1767.1,701
2022_08_01,Delhi,Delhi,Azadpur,Potato,Desi,1545.9,1887.7,1718.9,809
2022_08_02,Delhi,Delhi,Azadpur,Potato,Desi,1595.5,1894.2,1720.1,944
2022_08_03,Delhi,Delhi,Azadpur,Potato,Desi,1639.6,1925.2,1742.0,1200
2022_08_04,Delhi,Delhi,Azadpur,Potato,Desi,1699.9,1998.8,1790.7,1226
2022_08_05,Delhi,Delhi,Azadpur,Potato,Desi,1644.6,1893.4,1792.8,722
2022_08_06,Delhi,Delhi,Azadpur,Potato,Desi,1558.8,1938.8,1765.4,1174
2022_08_07,Delhi,Delhi,Azadpur,Potato,Desi,1676.3,1882.5,1784.4,1290
2022_08_08,Delhi,Delhi,Azadpur,Potato,Desi,1625.2,1903.0,1800.2,869
2022_08_09,Delhi,Delhi,Azadpur,Potato,Desi,1651.0,1943.6,1795.5,661
2022_08_10,Delhi,Delhi,Azadpur,Potato,Desi,1690.0,1986.6,1798.6,609
2022_08_11,Delhi,Delhi,Azadpur,Potato,Desi,1682.3,1916.4,1811.4,1116
2022_08_12,Delhi,Delhi,Azadpur,Potato,Desi,1725.6,2107.8,1837.4,579
2022_08_13,Delhi,Delhi,Azadpur,Potato,Desi,1701.9,1972.9,1857.8,1005
2022_08_14,Delhi,Delhi,Azadpur,Potato,Desi,1650.0,2113.4,1871.8,1005
2022_08_15,Delhi,Delhi,Azadpur,Potato,Desi,1749.7,2064.8,1881.0,974
2022_08_16,Delhi,Delhi,Azadpur,Potato,Desi,1773.2,2129.9,1930.4,1144
2022_08_17,Delhi,Delhi,Azadpur,Potato,Desi,1754.2,2195.8,1949.1,861
2022_08_18,Delhi,Delhi,Azadpur,Potato,Desi,1867.3,2234.8,1980.0,1121
2022_08_19,Delhi,Delhi,Azadpur,Potato,Desi,1898.6,2255.9,2005.3,632
2022_08_20,Delhi,Delhi,Azadpur,Potato,Desi,1867.2,2273.5,2018.3,841
2022_08_21,Delhi,Delhi,Azadpur,Potato,Desi,1949.4,2293.8,2057.1,680
2022_08_22,Delhi,Delhi,Azadpur,Potato,Desi,1876.9,2184.7,2042.9,591
2022_08_23,Delhi,Delhi,Azadpur,Potato,Desi,1828.0,2255.5,2066.0,768
2022_08_24,Delhi,Delhi,Azadpur,Potato,Desi,1913.1,2315.6,2038.3,779
2022_08_25,Delhi,Delhi,Azadpur,Potato,Desi,1909.2,2154.0,2043.9,596
2022_08_26,Delhi,Delhi,Azadpur,Potato,Desi,1777.1,2215.3,2002.8,919
2022_08_27,Delhi,Delhi,Azadpur,Potato,Desi,1773.6,2244.2,1979.1,1310
2022_08_28,Delhi,Delhi,Azadpur,Potato,Desi,1843.2,2126.5,1975.1,1177
2022_08_29,Delhi,Delhi,Azadpur,Potato,Desi,1791.2,2220.6,2021.7,1051
2022_08_30,Delhi,Delhi,Azadpur,Potato,Desi,1852.2,2130.3,2022.4,1282
2022_08_31,Delhi,Delhi,Azadpur,Potato,Desi,1923.4,2186.3,2043.8,1112
2022_09_01,Delhi,Delhi,Azadpur,Potato,Desi,1837.0,2345.7,2082.8,697
2022_09_02,Delhi,Delhi,Azadpur,Potato,Desi,1901.8,2242.1,2080.3,1276
2022_09_03,Delhi,Delhi,Azadpur,Potato,Desi,1898.6,2320.2,2124.0,1286
2022_09_04,Delhi,Delhi,Azadpur,Potato,Desi,2016.6,2287.2,2124.7,1270
2022_09_05,Delhi,Delhi,Azadpur,Potato,Desi,1920.2,2340.2,2101.5,1306
2022_09_06,Delhi,Delhi,Azadpur,Potato,Desi,1929.9,2414.4,2130.1,1159
2022_09_07,Delhi,Delhi,Azadpur,Potato,Desi,2003.7,2279.2,2146.8,1284
2022_09_08,Delhi,Delhi,Azadpur,Potato,Desi,1928.8,2413.0,2140.5,616
2022_09_09,Delhi,Delhi,Azadpur,Potato,Desi,1925.0,2250.4,2118.4,1235
2022_09_10,Delhi,Delhi,Azadpur,Potato,Desi,2013.4,2275.2,2144.5,1149
2022_09_11,Delhi,Delhi,Azadpur,Potato,Desi,1959.4,2384.0,2118.4,902
2022_09_12,Delhi,Delhi,Azadpur,Potato,Desi,1848.7,2359.3,2067.9,1306
2022_09_13,Delhi,Delhi,Azadpur,Potato,Desi,1920.6,2327.7,2098.6,1227
2022_09_14,Delhi,Delhi,Azadpur,Potato,Desi,2000.5,2345.9,2122.0,1113
2022_09_15,Delhi,Delhi,Azadpur,Potato,Desi,1947.4,2318.3,2140.2,743
