date,district,rainfall_mm,temp_max,temp_min
2020-05-28,Agra,0.0,40.6,28.4
2020-05-29,Agra,7.7,39.2,26.6
2020-05-30,Agra,3.3,34.1,24.0
2020-05-31,Agra,0.3,32.9,24.2
2020-06-01,Agra,0.0,34.8,23.2
2020-06-02,Agra,0.1,35.1,24.7
2020-06-03,Agra,0.0,36.9,25.8
2020-06-04,Agra,0.0,32.2,25.1
2020-06-05,Agra,0.0,34.3,23.2
2020-06-06,Agra,0.1,34.5,24.0
2020-06-07,Agra,0.0,35.9,26.9
2020-06-08,Agra,0.0,36.8,25.4
2020-06-09,Agra,0.0,38.3,27.3
2020-06-10,Agra,0.0,39.2,28.2
2020-06-11,Agra,0.0,38.0,29.3
2020-06-12,Agra,0.0,39.2,29.7
2020-06-13,Agra,0.2,38.3,30.6
2020-06-14,Agra,0.0,38.2,30.3
2020-06-15,Agra,0.0,40.3,29.9
2020-06-16,Agra,0.0,40.0,29.8
2020-06-17,Agra,0.0,39.5,29.3
2020-06-18,Agra,0.0,41.2,29.1
2020-06-19,Agra,0.0,40.3,30.5
2020-06-20,Agra,0.0,40.2,29.7
2020-06-21,Agra,0.0,37.8,29.4
2020-06-22,Agra,0.7,35.8,28.3
2020-06-23,Agra,6.9,33.8,28.5
2020-06-24,Agra,9.8,33.8,26.4
2020-06-25,Agra,1.0,36.7,27.4
2020-06-26,Agra,1.1,37.4,27.9
2020-06-27,Agra,1.1,37.0,28.7
2020-06-28,Agra,0.1,39.6,30.9
2020-06-29,Agra,0.0,38.9,30.6
2020-06-30,Agra,0.0,36.1,27.5
2020-07-01,Agra,0.0,37.2,28.1
2020-07-02,Agra,0.0,38.9,29.3
2020-07-03,Agra,0.0,40.6,30.9
2020-07-04,Agra,0.1,37.1,29.4
2020-07-05,Agra,1.1,36.4,27.4
2020-07-06,Agra,3.3,33.6,26.9
2020-07-07,Agra,10.3,32.5,25.8
2020-07-08,Agra,9.9,33.4,26.8
2020-07-09,Agra,9.9,33.6,27.0
2020-07-10,Agra,2.0,35.9,27.9
2020-07-11,Agra,0.0,35.6,28.1
2020-07-12,Agra,4.3,33.6,29.6
2020-07-13,Agra,1.6,34.6,27.6
2020-07-14,Agra,0.9,35.5,27.9
2020-07-15,Agra,3.3,34.4,26.8
2020-07-16,Agra,4.7,33.1,27.6
2020-07-17,Agra,8.6,35.1,26.9
2020-07-18,Agra,4.9,36.0,27.2
2020-07-19,Agra,5.8,36.4,27.5
2020-07-20,Agra,4.5,33.3,26.9
2020-07-21,Agra,2.9,34.0,26.3
2020-07-22,Agra,5.9,32.3,26.5
2020-07-23,Agra,0.6,33.3,24.6
2020-07-24,Agra,1.9,33.7,26.0
2020-07-25,Agra,1.9,33.8,26.8
2020-07-26,Agra,0.1,34.7,26.9
2020-07-27,Agra,2.9,35.1,28.4
2020-07-28,Agra,4.4,34.6,27.4
2020-07-29,Agra,9.8,29.7,25.9
2020-07-30,Agra,0.2,33.4,25.3
2020-07-31,Agra,12.8,32.8,27.1
2020-08-01,Agra,3.6,34.0,27.8
2020-08-02,Agra,1.6,35.1,27.7
2020-08-03,Agra,2.1,35.9,27.6
2020-08-04,Agra,5.4,35.8,27.1
2020-08-05,Agra,4.9,33.3,27.4
2020-08-06,Agra,5.9,33.5,26.5
2020-08-07,Agra,1.1,32.7,26.3
2020-08-08,Agra,1.7,34.2,26.7
2020-08-09,Agra,10.2,33.2,27.5
2020-08-10,Agra,10.6,32.6,26.5
2020-08-11,Agra,14.5,32.4,26.5
2020-08-12,Agra,8.6,32.7,27.0
2020-08-13,Agra,18.8,28.2,26.6
2020-08-14,Agra,16.6,32.3,25.7
2020-08-15,Agra,3.5,32.7,26.2
2020-08-16,Agra,9.3,32.5,26.0
2020-08-17,Agra,2.0,33.7,26.8
2020-08-18,Agra,3.0,33.9,27.3
2020-08-19,Agra,26.4,30.7,26.5
2020-08-20,Agra,8.6,32.3,25.8
2020-08-21,Agra,3.4,31.8,26.6
2020-08-22,Agra,8.8,30.7,26.7
2020-08-23,Agra,2.5,31.1,25.9
2020-08-24,Agra,3.4,31.5,25.6
2020-08-25,Agra,4.6,31.0,25.6
2020-08-26,Agra,0.8,32.3,26.4
2020-08-27,Agra,7.2,31.9,26.1
2020-08-28,Agra,8.2,31.5,26.5
2020-08-29,Agra,3.8,31.8,26.1
2020-08-30,Agra,3.8,31.0,25.4
2020-08-31,Agra,0.2,31.9,24.9
2020-09-01,Agra,0.1,31.7,25.2
2020-09-02,Agra,0.5,31.9,25.9
2020-09-03,Agra,11.6,31.6,26.2
2020-09-04,Agra,4.8,32.6,26.0
2020-09-05,Agra,5.1,32.3,25.6
2020-09-06,Agra,0.8,32.9,25.6
2020-09-07,Agra,0.3,33.6,26.0
2020-09-08,Agra,2.4,32.1,26.2
2020-09-09,Agra,0.1,34.5,26.6
2020-09-10,Agra,0.0,34.8,25.9
2020-09-11,Agra,0.0,35.0,26.4
2020-09-12,Agra,0.0,35.0,26.5
2020-09-13,Agra,0.0,34.4,26.3
2020-09-14,Agra,0.0,34.3,26.5
2020-09-15,Agra,0.0,36.1,26.6
2020-09-16,Agra,0.0,35.9,26.5
2020-09-17,Agra,0.0,37.1,27.3
2020-09-18,Agra,0.0,36.8,28.3
2020-09-19,Agra,0.0,36.8,28.1
2020-09-20,Agra,0.0,36.4,26.8
2020-09-21,Agra,0.9,35.4,26.9
2020-09-22,Agra,0.8,34.8,27.3
2020-09-23,Agra,0.8,34.5,27.2
2020-09-24,Agra,0.0,35.8,26.2
2020-09-25,Agra,0.0,37.3,24.5
2020-09-26,Agra,0.0,36.1,24.7
2020-09-27,Agra,0.0,33.9,26.4
2020-09-28,Agra,0.0,36.3,24.7
2020-09-29,Agra,0.0,35.9,23.3
2020-09-30,Agra,0.0,35.7,23.1
2020-10-01,Agra,0.0,36.3,22.2
2020-10-02,Agra,0.0,36.4,22.4
2020-10-03,Agra,0.0,35.8,22.1
2020-10-04,Agra,0.0,35.1,20.3
2020-10-05,Agra,0.0,35.1,19.6
2020-10-06,Agra,0.0,35.1,19.7
2020-10-07,Agra,0.0,35.7,19.9
2020-10-08,Agra,0.0,35.0,20.4
2020-10-09,Agra,0.0,34.2,20.6
2020-10-10,Agra,0.0,34.6,20.8
2020-10-11,Agra,0.0,34.5,21.3
2020-10-12,Agra,0.0,34.0,21.2
2020-10-13,Agra,0.0,34.7,22.5
2020-10-14,Agra,0.0,34.8,25.2
2020-10-15,Agra,0.0,35.4,25.2
2020-10-16,Agra,0.0,35.2,23.0
2020-10-17,Agra,0.0,34.7,22.4
2020-10-18,Agra,0.0,34.5,22.6
2020-10-19,Agra,0.0,33.1,23.1
2020-10-20,Agra,0.0,33.9,19.5
2020-10-21,Agra,0.0,34.3,18.0
2020-10-22,Agra,0.0,33.0,20.3
2020-10-23,Agra,0.0,33.3,19.2
2020-10-24,Agra,0.0,33.7,19.4
2020-10-25,Agra,0.0,33.8,18.3
2020-10-26,Agra,0.0,33.8,18.7
2020-10-27,Agra,0.0,32.3,17.9
2020-10-28,Agra,0.0,31.1,15.1
2020-10-29,Agra,0.0,31.4,17.0
2020-10-30,Agra,0.0,31.1,17.3
2020-10-31,Agra,0.0,31.0,16.7
2020-11-01,Agra,0.0,30.5,15.3
2020-11-02,Agra,0.0,30.5,14.2
2020-11-03,Agra,0.0,30.9,13.4
2020-11-04,Agra,0.0,29.6,12.5
2020-11-05,Agra,0.0,31.0,13.9
2020-11-06,Agra,0.0,31.2,16.5
2020-11-07,Agra,0.0,31.0,14.0
2020-11-08,Agra,0.0,30.1,15.4
2020-11-09,Agra,0.0,29.7,15.7
2020-11-10,Agra,0.0,28.0,14.7
2020-11-11,Agra,0.0,28.6,14.6
2020-11-12,Agra,0.0,28.9,15.2
2020-11-13,Agra,0.0,28.6,14.6
2020-11-14,Agra,0.0,29.3,14.6
2020-11-15,Agra,5.9,29.8,17.1
2020-11-16,Agra,1.4,25.0,17.5
2020-11-17,Agra,0.0,26.6,15.9
2020-11-18,Agra,0.0,25.8,15.0
2020-11-19,Agra,0.0,24.9,16.1
2020-11-20,Agra,0.0,25.0,12.2
2020-11-21,Agra,0.0,24.4,12.0
2020-11-22,Agra,0.0,24.0,10.7
2020-11-23,Agra,0.0,24.3,12.0
2020-11-24,Agra,0.0,24.4,10.1
2020-11-25,Agra,0.0,24.5,12.3
2020-11-26,Agra,2.2,21.8,14.4
2020-11-27,Agra,0.0,25.8,13.1
2020-11-28,Agra,0.0,25.4,12.0
2020-11-29,Agra,0.0,25.0,10.7
2020-11-30,Agra,0.0,25.8,10.0
2020-12-01,Agra,0.0,26.1,10.3
2020-12-02,Agra,0.0,27.2,11.4
2020-12-03,Agra,0.0,27.3,10.3
2020-12-04,Agra,0.0,27.9,12.3
2020-12-05,Agra,0.0,28.8,12.5
2020-12-06,Agra,0.0,28.8,12.8
2020-12-07,Agra,0.0,28.1,13.9
2020-12-08,Agra,0.0,27.7,12.9
2020-12-09,Agra,0.0,28.5,14.0
2020-12-10,Agra,0.0,28.9,14.6
2020-12-11,Agra,0.0,25.4,14.2
2020-12-12,Agra,1.0,23.0,15.2
2020-12-13,Agra,0.0,23.9,13.8
2020-12-14,Agra,0.0,21.8,10.7
2020-12-15,Agra,0.0,20.4,9.4
2020-12-16,Agra,0.0,20.6,10.4
2020-12-17,Agra,0.0,17.5,7.5
2020-12-18,Agra,0.0,18.9,6.3
2020-12-19,Agra,0.0,21.1,6.7
2020-12-20,Agra,0.0,22.0,6.5
2020-12-21,Agra,0.0,21.2,7.2
2020-12-22,Agra,0.0,22.1,9.5
2020-12-23,Agra,0.0,22.8,7.2
2020-12-24,Agra,0.0,23.3,8.1
2020-12-25,Agra,0.0,22.2,8.2
2020-12-26,Agra,0.0,22.7,7.4
2020-12-27,Agra,0.0,23.9,7.0
2020-12-28,Agra,0.0,19.9,9.5
2020-12-29,Agra,0.0,18.5,5.4
2020-12-30,Agra,0.0,18.0,5.7
2020-12-31,Agra,0.0,18.2,5.1
2021-01-01,Agra,0.0,20.2,5.0
2021-01-02,Agra,1.1,20.9,10.4
2021-01-03,Agra,6.8,21.6,12.8
2021-01-04,Agra,0.9,25.0,14.6
2021-01-05,Agra,0.0,24.6,14.6
2021-01-06,Agra,5.3,22.1,15.4
2021-01-07,Agra,0.0,22.0,12.8
2021-01-08,Agra,9.7,19.5,10.3
2021-01-09,Agra,0.0,21.7,12.7
2021-01-10,Agra,0.0,20.2,10.8
2021-01-11,Agra,0.0,18.2,8.2
2021-01-12,Agra,0.0,19.5,5.7
2021-01-13,Agra,0.0,19.4,5.5
2021-01-14,Agra,0.0,19.6,5.3
2021-01-15,Agra,0.0,19.6,5.0
2021-01-16,Agra,0.0,20.2,6.5
2021-01-17,Agra,0.0,21.4,7.4
2021-01-18,Agra,1.1,19.8,11.8
2021-01-19,Agra,0.0,22.1,9.7
2021-01-20,Agra,0.0,21.6,10.4
2021-01-21,Agra,0.0,22.5,9.2
2021-01-22,Agra,0.0,22.8,7.5
2021-01-23,Agra,0.0,22.9,9.2
2021-01-24,Agra,0.0,20.9,9.3
2021-01-25,Agra,0.0,18.0,7.0
2021-01-26,Agra,0.0,18.1,6.1
2021-01-27,Agra,0.0,19.6,6.5
2021-01-28,Agra,0.0,19.0,5.4
2021-01-29,Agra,0.0,18.9,6.1
2021-01-30,Agra,0.0,20.1,6.4
2021-01-31,Agra,0.0,21.2,7.0
2021-02-01,Agra,0.0,23.1,6.8
2021-02-02,Agra,0.0,24.7,7.9
2021-02-03,Agra,0.0,25.8,10.3
2021-02-04,Agra,0.0,24.7,14.1
2021-02-05,Agra,0.9,21.8,12.0
2021-02-06,Agra,0.0,21.1,10.3
2021-02-07,Agra,0.0,22.4,9.4
2021-02-08,Agra,0.0,23.5,8.8
2021-02-09,Agra,0.0,25.9,9.4
2021-02-10,Agra,0.0,26.7,11.7
2021-02-11,Agra,0.0,26.3,10.1
2021-02-12,Agra,0.0,24.5,11.6
2021-02-13,Agra,0.0,25.8,10.5
2021-02-14,Agra,0.0,26.4,11.3
2021-02-15,Agra,0.0,28.3,12.5
2021-02-16,Agra,0.8,28.0,14.3
2021-02-17,Agra,0.0,27.3,12.1
2021-02-18,Agra,0.0,26.5,12.4
2021-02-19,Agra,0.0,26.7,12.4
2021-02-20,Agra,0.0,26.6,12.3
2021-02-21,Agra,0.0,27.2,11.2
2021-02-22,Agra,0.0,28.7,12.2
2021-02-23,Agra,0.0,29.7,12.9
2021-02-24,Agra,0.0,31.0,12.8
2021-02-25,Agra,0.0,31.3,14.1
2021-02-26,Agra,0.0,32.2,15.1
2021-02-27,Agra,0.0,32.3,19.3
2021-02-28,Agra,0.0,30.5,18.3
2021-03-01,Agra,0.0,29.3,15.9
2021-03-02,Agra,0.0,28.7,14.0
2021-03-03,Agra,0.0,30.5,13.0
2021-03-04,Agra,0.0,32.4,13.5
2021-03-05,Agra,0.0,31.4,15.6
2021-03-06,Agra,0.0,32.5,15.0
2021-03-07,Agra,0.0,34.1,17.2
2021-03-08,Agra,0.0,33.5,19.3
2021-03-09,Agra,0.0,33.6,20.4
2021-03-10,Agra,0.0,33.2,19.6
2021-03-11,Agra,0.0,34.0,17.6
2021-03-12,Agra,0.0,31.0,20.6
2021-03-13,Agra,0.2,30.9,18.6
2021-03-14,Agra,0.0,31.6,17.3
2021-03-15,Agra,0.0,33.2,17.7
2021-03-16,Agra,0.0,33.5,18.7
2021-03-17,Agra,0.0,34.3,17.5
2021-03-18,Agra,0.0,34.0,19.0
2021-03-19,Agra,0.4,33.0,19.8
2021-03-20,Agra,0.0,33.5,19.3
2021-03-21,Agra,0.0,34.4,18.7
2021-03-22,Agra,0.1,33.9,18.9
2021-03-23,Agra,0.1,31.5,20.1
2021-03-24,Agra,0.2,31.7,19.3
2021-03-25,Agra,0.0,32.0,18.6
2021-03-26,Agra,0.0,32.5,17.6
2021-03-27,Agra,0.0,34.0,18.4
2021-03-28,Agra,0.0,36.1,19.1
2021-03-29,Agra,0.0,38.0,20.2
2021-03-30,Agra,0.0,39.2,21.9
2021-03-31,Agra,0.0,36.3,23.2
2021-04-01,Agra,0.0,35.5,20.4
2021-04-02,Agra,0.0,34.5,17.2
2021-04-03,Agra,0.0,34.4,17.8
2021-04-04,Agra,0.0,35.9,18.4
2021-04-05,Agra,0.0,38.9,19.9
2021-04-06,Agra,0.0,40.4,22.7
2021-04-07,Agra,0.0,38.3,24.8
2021-04-08,Agra,0.0,36.6,23.5
2021-04-09,Agra,0.0,37.0,20.9
2021-04-10,Agra,0.0,37.2,20.2
2021-04-11,Agra,0.0,37.9,20.3
2021-04-12,Agra,0.0,38.8,21.5
2021-04-13,Agra,0.0,39.9,22.4
2021-04-14,Agra,0.0,39.7,22.6
2021-04-15,Agra,0.0,39.7,23.3
2021-04-16,Agra,0.0,39.8,23.2
2021-04-17,Agra,0.0,35.7,22.8
2021-04-18,Agra,0.0,36.8,22.7
2021-04-19,Agra,0.0,38.9,21.9
2021-04-20,Agra,0.0,38.6,22.4
2021-04-21,Agra,0.0,35.7,24.1
2021-04-22,Agra,0.0,34.5,22.1
2021-04-23,Agra,0.0,38.3,23.6
2021-04-24,Agra,0.0,34.8,22.8
2021-04-25,Agra,0.0,37.6,22.2
2021-04-26,Agra,0.0,39.2,21.6
2021-04-27,Agra,0.0,41.5,23.9
2021-04-28,Agra,0.0,42.1,24.5
2021-04-29,Agra,0.0,41.5,25.4
2021-04-30,Agra,0.0,40.1,25.7
2021-05-01,Agra,0.0,40.2,25.4
2021-05-02,Agra,0.0,38.1,27.6
2021-05-03,Agra,0.0,38.4,26.4
2021-05-04,Agra,0.0,40.2,26.1
2021-05-05,Agra,0.0,39.6,27.2
2021-05-06,Agra,0.0,39.2,26.6
2021-05-07,Agra,0.6,37.3,23.7
2021-05-08,Agra,0.0,37.8,25.9
2021-05-09,Agra,0.5,37.5,26.6
2021-05-10,Agra,0.0,39.2,25.8
2021-05-11,Agra,0.0,38.7,25.7
2021-05-12,Agra,0.1,36.5,26.0
2021-05-13,Agra,1.3,35.2,24.5
2021-05-14,Agra,0.0,36.7,24.2
2021-05-15,Agra,0.0,37.1,25.8
2021-05-16,Agra,0.0,38.9,26.3
2021-05-17,Agra,0.0,35.4,25.9
2021-05-18,Agra,8.3,28.8,23.1
2021-05-19,Agra,44.0,27.4,21.7
2021-05-20,Agra,3.0,29.6,21.9
2021-05-21,Agra,0.0,33.3,21.2
2021-05-22,Agra,0.2,34.3,23.8
2021-05-23,Agra,0.0,35.1,24.3
2021-05-24,Agra,0.0,35.2,23.8
2021-05-25,Agra,0.0,36.6,24.0
2021-05-26,Agra,0.0,38.7,23.5
2021-05-27,Agra,0.0,39.8,23.6
2021-05-28,Agra,0.0,38.6,25.1
2021-05-29,Agra,0.0,38.7,25.6
2021-05-30,Agra,0.0,37.8,26.6
2021-05-31,Agra,0.0,39.3,28.6
2021-06-01,Agra,0.6,37.9,26.5
2021-06-02,Agra,0.0,37.8,25.8
2021-06-03,Agra,0.0,38.7,26.6
2021-06-04,Agra,0.0,39.6,29.0
2021-06-05,Agra,0.3,38.3,29.7
2021-06-06,Agra,0.0,40.2,28.8
2021-06-07,Agra,0.0,41.4,30.8
2021-06-08,Agra,0.0,42.8,31.7
2021-06-09,Agra,0.0,43.6,33.1
2021-06-10,Agra,0.0,39.3,31.5
2021-06-11,Agra,0.0,38.2,28.7
2021-06-12,Agra,0.0,38.6,29.4
2021-06-13,Agra,2.2,38.1,26.9
2021-06-14,Agra,0.5,36.6,26.2
2021-06-15,Agra,6.4,37.9,27.2
2021-06-16,Agra,0.1,38.4,26.8
2021-06-17,Agra,0.1,36.9,28.2
2021-06-18,Agra,0.6,34.8,27.0
2021-06-19,Agra,1.2,34.7,26.2
2021-06-20,Agra,0.3,35.5,26.1
2021-06-21,Agra,1.2,36.5,26.9
2021-06-22,Agra,0.0,39.7,27.7
2021-06-23,Agra,0.0,40.6,30.1
2021-06-24,Agra,0.0,38.7,28.3
2021-06-25,Agra,0.3,39.3,27.9
2021-06-26,Agra,0.0,38.1,27.7
2021-06-27,Agra,0.1,39.3,28.6
2021-06-28,Agra,0.0,40.2,29.5
2021-06-29,Agra,0.0,43.1,30.3
2021-06-30,Agra,0.0,43.3,32.4
2021-07-01,Agra,0.4,41.0,33.8
2021-07-02,Agra,0.2,40.6,31.9
2021-07-03,Agra,1.7,37.7,28.0
2021-07-04,Agra,0.0,40.1,29.2
2021-07-05,Agra,0.0,39.2,30.8
2021-07-06,Agra,0.0,41.6,30.8
2021-07-07,Agra,0.0,42.7,32.3
2021-07-08,Agra,0.0,41.0,33.0
2021-07-09,Agra,0.0,38.5,29.5
2021-07-10,Agra,0.6,37.0,30.2
2021-07-11,Agra,4.9,34.2,28.1
2021-07-12,Agra,2.0,32.7,27.8
2021-07-13,Agra,0.7,36.1,27.8
2021-07-14,Agra,0.2,37.3,29.3
2021-07-15,Agra,0.1,38.0,29.9
2021-07-16,Agra,0.5,38.2,30.0
2021-07-17,Agra,2.2,40.8,29.9
2021-07-18,Agra,83.5,33.4,26.8
2021-07-19,Agra,62.4,31.6,26.1
2021-07-20,Agra,24.9,31.1,26.3
2021-07-21,Agra,7.2,32.8,26.5
2021-07-22,Agra,3.6,31.9,26.0
2021-07-23,Agra,4.4,32.3,26.7
2021-07-24,Agra,0.4,34.4,27.3
2021-07-25,Agra,0.4,34.3,28.2
2021-07-26,Agra,1.2,32.6,27.6
2021-07-27,Agra,36.8,32.5,27.0
2021-07-28,Agra,42.6,28.9,25.8
2021-07-29,Agra,14.5,29.7,25.6
2021-07-30,Agra,4.3,30.8,25.5
2021-07-31,Agra,2.9,31.9,25.8
2021-08-01,Agra,27.8,32.5,25.7
2021-08-02,Agra,42.2,29.9,25.8
2021-08-03,Agra,2.8,30.2,26.1
2021-08-04,Agra,1.3,30.6,25.3
2021-08-05,Agra,4.9,31.8,25.6
2021-08-06,Agra,5.6,32.1,26.4
2021-08-07,Agra,10.5,31.4,26.6
2021-08-08,Agra,15.9,31.8,26.1
2021-08-09,Agra,9.4,29.9,26.6
2021-08-10,Agra,0.3,33.8,26.1
2021-08-11,Agra,0.0,34.1,27.4
2021-08-12,Agra,0.0,33.8,26.4
2021-08-13,Agra,0.0,34.3,27.0
2021-08-14,Agra,0.0,33.5,27.5
2021-08-15,Agra,0.0,34.0,26.6
2021-08-16,Agra,0.0,34.6,26.4
2021-08-17,Agra,0.0,35.6,26.1
2021-08-18,Agra,0.0,34.7,26.9
2021-08-19,Agra,4.4,33.7,26.8
2021-08-20,Agra,20.0,29.6,26.1
2021-08-21,Agra,23.8,30.6,25.1
2021-08-22,Agra,6.9,32.2,25.7
2021-08-23,Agra,3.0,32.8,26.9
2021-08-24,Agra,0.5,33.1,27.6
2021-08-25,Agra,0.0,34.4,28.8
2021-08-26,Agra,0.0,33.0,26.9
2021-08-27,Agra,0.0,33.4,25.7
2021-08-28,Agra,1.2,32.8,25.7
2021-08-29,Agra,8.2,30.9,26.6
2021-08-30,Agra,16.2,29.9,25.1
2021-08-31,Agra,17.4,30.7,25.3
2021-09-01,Agra,14.4,30.7,25.5
2021-09-02,Agra,7.7,32.9,25.3
2021-09-03,Agra,4.6,31.3,25.6
2021-09-04,Agra,1.8,32.4,25.8
2021-09-05,Agra,0.1,32.9,26.2
2021-09-06,Agra,0.5,33.3,26.8
2021-09-07,Agra,2.0,31.8,26.9
2021-09-08,Agra,4.3,31.4,26.6
2021-09-09,Agra,5.2,31.0,25.7
2021-09-10,Agra,9.4,29.4,25.1
2021-09-11,Agra,21.7,30.6,24.3
2021-09-12,Agra,12.3,31.8,24.6
2021-09-13,Agra,6.8,32.2,26.3
2021-09-14,Agra,1.3,33.1,26.5
2021-09-15,Agra,0.1,31.8,26.3
2021-09-16,Agra,35.4,29.0,23.5
2021-09-17,Agra,29.9,29.2,23.0
2021-09-18,Agra,2.1,31.4,24.6
2021-09-19,Agra,0.7,31.4,24.9
2021-09-20,Agra,0.0,32.2,24.7
2021-09-21,Agra,2.4,32.1,25.0
2021-09-22,Agra,16.9,29.9,24.7
2021-09-23,Agra,1.8,31.9,25.0
2021-09-24,Agra,7.5,29.3,25.4
2021-09-25,Agra,7.7,29.6,25.0
2021-09-26,Agra,2.1,30.0,24.4
2021-09-27,Agra,1.9,32.3,25.0
2021-09-28,Agra,1.9,31.9,25.9
2021-09-29,Agra,0.8,30.7,25.7
2021-09-30,Agra,0.3,31.8,25.4
2021-10-01,Agra,0.3,32.2,25.2
2021-10-02,Agra,0.1,33.0,25.6
2021-10-03,Agra,0.4,32.9,25.7
2021-10-04,Agra,0.6,33.1,26.1
2021-10-05,Agra,0.0,33.0,25.6
2021-10-06,Agra,0.0,33.0,25.9
2021-10-07,Agra,0.0,32.7,24.4
2021-10-08,Agra,0.0,33.3,22.5
2021-10-09,Agra,0.0,34.2,23.2
2021-10-10,Agra,0.0,34.3,22.3
2021-10-11,Agra,0.0,34.5,22.3
2021-10-12,Agra,0.0,34.3,22.1
2021-10-13,Agra,0.0,34.2,22.6
2021-10-14,Agra,0.0,32.4,20.5
2021-10-15,Agra,0.0,33.0,19.7
2021-10-16,Agra,0.0,33.3,21.2
2021-10-17,Agra,6.6,30.2,24.6
2021-10-18,Agra,62.0,25.3,22.3
2021-10-19,Agra,0.0,29.6,20.6
2021-10-20,Agra,0.0,30.8,20.7
2021-10-21,Agra,0.0,30.7,19.0
2021-10-22,Agra,0.0,30.5,20.1
2021-10-23,Agra,0.0,30.2,19.4
2021-10-24,Agra,0.1,29.3,20.6
2021-10-25,Agra,0.0,28.5,18.7
2021-10-26,Agra,0.0,28.3,18.5
2021-10-27,Agra,0.0,27.7,15.8
2021-10-28,Agra,0.0,27.8,15.9
2021-10-29,Agra,0.0,27.9,15.2
2021-10-30,Agra,0.0,28.6,16.2
2021-10-31,Agra,0.0,29.2,15.7
2021-11-01,Agra,0.0,29.5,14.9
2021-11-02,Agra,0.0,28.3,15.3
2021-11-03,Agra,0.0,28.2,14.6
2021-11-04,Agra,0.0,27.9,15.1
2021-11-05,Agra,0.0,27.3,14.6
2021-11-06,Agra,0.0,27.8,14.9
2021-11-07,Agra,0.0,28.4,15.1
2021-11-08,Agra,0.0,28.0,14.6
2021-11-09,Agra,0.0,27.6,14.7
2021-11-10,Agra,0.0,28.4,14.7
2021-11-11,Agra,0.0,27.6,13.0
2021-11-12,Agra,0.0,27.2,13.9
2021-11-13,Agra,0.0,27.0,13.2
2021-11-14,Agra,0.0,26.2,11.9
2021-11-15,Agra,0.0,25.5,11.4
2021-11-16,Agra,0.0,25.3,11.6
2021-11-17,Agra,0.0,24.6,10.1
2021-11-18,Agra,0.0,23.3,13.7
2021-11-19,Agra,2.8,21.6,16.2
2021-11-20,Agra,0.0,21.1,15.2
2021-11-21,Agra,0.0,26.0,14.6
2021-11-22,Agra,0.0,25.4,14.3
2021-11-23,Agra,0.0,25.2,11.1
2021-11-24,Agra,0.0,25.6,10.4
2021-11-25,Agra,0.0,24.7,11.4
2021-11-26,Agra,0.0,25.4,10.9
2021-11-27,Agra,0.0,25.8,12.6
2021-11-28,Agra,0.0,26.0,13.5
2021-11-29,Agra,0.0,25.0,13.1
2021-11-30,Agra,0.0,23.9,11.5
2021-12-01,Agra,0.0,20.2,13.1
2021-12-02,Agra,0.1,19.2,15.9
2021-12-03,Agra,0.0,24.4,13.3
2021-12-04,Agra,0.0,24.7,12.6
2021-12-05,Agra,0.0,24.5,12.8
2021-12-06,Agra,0.1,23.0,15.6
2021-12-07,Agra,0.0,23.7,13.0
2021-12-08,Agra,0.0,22.7,10.9
2021-12-09,Agra,0.0,22.4,9.5
2021-12-10,Agra,0.0,22.3,10.4
2021-12-11,Agra,0.0,21.3,9.2
2021-12-12,Agra,0.0,20.8,7.4
2021-12-13,Agra,0.0,21.0,10.2
2021-12-14,Agra,0.1,22.5,10.4
2021-12-15,Agra,0.0,21.9,12.1
2021-12-16,Agra,0.1,22.0,11.5
2021-12-17,Agra,0.1,19.2,10.6
2021-12-18,Agra,0.0,17.9,7.3
2021-12-19,Agra,0.0,17.6,6.3
2021-12-20,Agra,0.0,18.3,5.2
2021-12-21,Agra,0.0,20.0,4.9
2021-12-22,Agra,0.0,21.0,6.6
2021-12-23,Agra,0.0,21.9,7.4
2021-12-24,Agra,0.0,22.2,8.3
2021-12-25,Agra,0.0,21.6,10.4
2021-12-26,Agra,0.0,21.6,9.4
2021-12-27,Agra,0.1,21.5,11.7
2021-12-28,Agra,6.9,15.2,12.7
2021-12-29,Agra,0.0,19.2,9.7
2021-12-30,Agra,0.0,19.1,8.3
2021-12-31,Agra,0.0,17.7,7.1
2022-01-01,Agra,0.0,18.1,6.0
2022-01-02,Agra,0.0,18.9,6.5
2022-01-03,Agra,0.0,19.7,7.3
2022-01-04,Agra,0.0,21.4,7.5
2022-01-05,Agra,7.8,17.2,9.3
2022-01-06,Agra,6.6,18.4,12.8
2022-01-07,Agra,0.2,22.2,13.6
2022-01-08,Agra,55.0,20.3,14.1
2022-01-09,Agra,3.9,19.4,11.7
2022-01-10,Agra,0.0,17.9,10.2
2022-01-11,Agra,0.0,17.9,9.8
2022-01-12,Agra,0.0,17.2,8.5
2022-01-13,Agra,0.0,16.9,6.7
2022-01-14,Agra,0.0,16.7,5.2
2022-01-15,Agra,0.0,16.0,5.4
2022-01-16,Agra,0.0,15.2,4.7
2022-01-17,Agra,0.0,15.2,3.4
2022-01-18,Agra,0.0,15.2,5.8
2022-01-19,Agra,0.0,16.8,5.6
2022-01-20,Agra,0.0,18.3,6.9
2022-01-21,Agra,0.0,18.9,7.6
2022-01-22,Agra,4.5,19.2,12.7
2022-01-23,Agra,6.9,18.2,9.0
2022-01-24,Agra,0.1,16.7,7.3
